district,page,price_clean,bedrooms_clean,bathrooms_clean,garage_clean,land_area_clean,building_area_clean
Bojong Sari,1027,850000000.0,2.0,1.0,,88.0,70.0
Cinangka,1028,649000000.0,2.0,1.0,1.0,52.0,36.0
Cinere,1028,5000000000.0,5.0,4.0,1.0,600.0,400.0
Cilodong,1028,1190000000.0,3.0,2.0,1.0,105.0,90.0
Beji,1028,5500000000.0,5.0,6.0,2.0,254.0,380.0
Cinere,1028,3500000000.0,3.0,2.0,1.0,346.0,235.0
Cilodong,1028,3100000000.0,2.0,,,256.0,158.0
Limo,1028,1300000000.0,3.0,2.0,1.0,62.0,120.0
Sukmajaya,1028,2800000000.0,4.0,3.0,,235.0,138.0
Sukmajaya,1028,350000000.0,2.0,1.0,,22.0,50.0
Cinere,1028,4500000000.0,5.0,3.0,2.0,448.0,256.0
Cinere,1028,5900000000.0,3.0,3.0,1.0,534.0,270.0
Cilodong,1028,1000000000.0,3.0,2.0,1.0,72.0,70.0
Sukmajaya,1028,2200000000.0,3.0,2.0,,625.0,84.0
Cinere,1028,3750000000.0,4.0,3.0,2.0,318.0,237.0
Cimanggis,1028,4300000000.0,4.0,3.0,1.0,400.0,140.0
Rangkapanjaya,1028,625000000.0,2.0,1.0,1.0,72.0,105.0
Sukmajaya,1028,1000000000.0,2.0,1.0,,90.0,85.0
Sawangan,1029,870000000.0,3.0,2.0,1.0,124.0,100.0
Cinere,1029,2500000000.0,3.0,3.0,2.0,156.0,85.0
Depok I,1029,1200000000.0,3.0,2.0,,160.0,150.0
Cibubur,1029,574000000.0,2.0,1.0,1.0,62.0,36.0
Sawangan,1029,1200000000.0,3.0,1.0,1.0,100.0,140.0
Sukmajaya,1029,700000000.0,2.0,,,59.0,118.0
Sukmajaya,1029,3750000000.0,3.0,3.0,1.0,176.0,185.0
Cipayung,1029,280000000.0,3.0,1.0,1.0,90.0,80.0
Cinere,1029,4500000000.0,3.0,,,105.0,315.0
Sukmajaya,1029,1000000000.0,4.0,3.0,,81.0,150.0
Limo,1029,1250000000.0,3.0,2.0,2.0,116.0,65.0
Limo,1029,1600000000.0,4.0,2.0,2.0,133.0,83.0
Limo,1029,1150000000.0,3.0,2.0,2.0,72.0,68.0
Cinere,1029,4500000000.0,3.0,3.0,1.0,215.0,235.0
Cinere,1029,3190000000.0,4.0,3.0,1.0,150.0,177.0
Depok I,1029,750000000.0,3.0,2.0,,111.0,75.0
Margonda,1030,2500000000.0,3.0,2.0,1.0,220.0,150.0
Tapos,1030,490000000.0,2.0,1.0,2.0,70.0,40.0
Tapos,1030,366000000.0,3.0,2.0,1.0,75.0,53.0
Bojong Sari,1030,675000000.0,3.0,2.0,,108.0,70.0
Cilodong,1030,550000000.0,2.0,1.0,1.0,72.0,36.0
Cinere,1030,6000000000.0,6.0,4.0,6.0,752.0,500.0
Cimanggis,1030,800000000.0,3.0,2.0,1.0,60.0,87.0
Sawangan,1030,726000000.0,2.0,2.0,1.0,70.0,53.0
Cinere,1030,2000000000.0,3.0,2.0,2.0,194.0,160.0
Cinere,1030,1150000000.0,4.0,3.0,2.0,114.0,180.0
Cinere,1030,2300000000.0,3.0,3.0,2.0,100.0,110.0
Cinere,1030,1850000000.0,4.0,3.0,2.0,90.0,120.0
Cinere,1030,1930000000.0,4.0,3.0,2.0,100.0,138.0
Sukmajaya,1030,999000000.0,3.0,3.0,1.0,80.0,120.0
Limo,1030,1200000000.0,4.0,3.0,1.0,106.0,100.0
Cipayung,1030,1200000000.0,2.0,2.0,1.0,134.0,46.0
Sawangan,1030,1250000000.0,3.0,2.0,1.0,173.0,85.0
Sawangan,1031,3500000000.0,4.0,4.0,1.0,200.0,300.0
Cinere,1031,4400000000.0,3.0,2.0,1.0,300.0,300.0
Cinere,1031,1950000000.0,3.0,2.0,1.0,105.0,110.0
Sawangan,1031,644000000.0,3.0,2.0,1.0,50.0,50.0
Cilodong,1031,1500000000.0,2.0,2.0,,90.0,170.0
Cibubur,1031,4700000000.0,7.0,4.0,1.0,200.0,315.0
Sukmajaya,1031,900000000.0,3.0,1.0,,84.0,120.0
Cinangka,1031,684000000.0,3.0,2.0,1.0,50.0,50.0
Cinere,1031,1200000000.0,2.0,2.0,1.0,110.0,120.0
Kukusan,1031,1690000000.0,3.0,3.0,2.0,85.0,130.0
Tugu,1031,1800000000.0,3.0,3.0,1.0,208.0,200.0
Tugu,1031,1200000000.0,3.0,2.0,1.0,72.0,140.0
Depok I,1031,2900000000.0,5.0,5.0,1.0,500.0,400.0
Cinangka,1031,1000000000.0,3.0,2.0,,105.0,85.0
Cinangka,1031,1500000000.0,3.0,3.0,,92.0,90.0
Tapos,1032,2890000000.0,4.0,4.0,,128.0,117.0
Pangkalan Jati,1032,1400000000.0,3.0,3.0,1.0,65.0,83.0
Cinere,1032,2200000000.0,4.0,4.0,4.0,90.0,120.0
Cinere,1032,3100000000.0,5.0,4.0,4.0,250.0,258.0
Cilodong,1032,1000000000.0,3.0,3.0,2.0,78.0,70.0
Limo,1032,325000000.0,2.0,1.0,,50.0,50.0
Sawangan,1032,1900000000.0,5.0,3.0,,460.0,220.0
Cilodong,1032,550000000.0,3.0,1.0,,60.0,90.0
Pancoran Mas,1032,1300000000.0,4.0,2.0,,130.0,120.0
Cimanggis,1032,3700000000.0,3.0,,,75.0,225.0
Sawangan,1032,1200000000.0,3.0,1.0,,100.0,140.0
Cinere,1032,2000000000.0,4.0,4.0,,91.0,114.0
Cinere,1032,5500000000.0,19.0,11.0,,523.0,350.0
Cinere,1032,1300000000.0,3.0,3.0,,72.0,94.0
Sawangan,1033,5800000000.0,20.0,,,1646.0,1500.0
Tapos,1033,1400000000.0,3.0,2.0,,125.0,65.0
Sawangan,1033,500000000.0,2.0,2.0,1.0,77.0,50.0
Harjamukti,1033,950000000.0,2.0,1.0,,100.0,65.0
Cinere,1033,4900000000.0,5.0,5.0,1.0,490.0,350.0
Limo,1033,1140000000.0,4.0,3.0,1.0,72.0,130.0
Cinere,1033,2300000000.0,5.0,3.0,1.0,140.0,220.0
Cimanggis,1033,800000000.0,2.0,2.0,1.0,67.0,95.0
Sawangan,1033,2500000000.0,4.0,3.0,1.0,96.0,103.0
Sawangan,1033,650000000.0,2.0,1.0,1.0,78.0,45.0
Sawangan,1033,985000000.0,3.0,2.0,1.0,130.0,80.0
Citayam,1033,300000000.0,2.0,1.0,1.0,63.0,45.0
Cimanggis,1033,800000000.0,1.0,1.0,,78.0,40.0
Pancoran Mas,1033,5750000000.0,3.0,,,215.0,198.0
Pancoran Mas,1033,5750000000.0,3.0,,,215.0,198.0
Cipayung,1034,375000000.0,2.0,1.0,1.0,65.0,40.0
Cinere,1034,2100000000.0,3.0,2.0,1.0,110.0,80.0
Margonda,1034,1900000000.0,3.0,1.0,,126.0,88.0
Margonda,1034,1900000000.0,3.0,1.0,,126.0,88.0
Sukmajaya,1034,1750000000.0,4.0,4.0,,106.0,140.0
Studio Alam,1034,985000000.0,3.0,2.0,,61.0,72.0
Pancoran Mas,1034,1900000000.0,6.0,2.0,,208.0,100.0
Sawangan,1034,400000000.0,2.0,1.0,,55.0,35.0
Rangkapanjaya,1034,900000000.0,3.0,2.0,1.0,60.0,80.0
Pancoran Mas,1034,900000000.0,3.0,2.0,1.0,60.0,80.0
Sawangan,1034,1350000000.0,2.0,2.0,1.0,120.0,100.0
Sawangan,1034,2900000000.0,4.0,3.0,1.0,240.0,320.0
Cinere,1034,3500000000.0,4.0,4.0,,240.0,308.0
Pancoran Mas,1034,485000000.0,2.0,1.0,1.0,70.0,60.0
Cinere,1034,2500000000.0,4.0,4.0,2.0,84.0,201.0
Tapos,1034,1300000000.0,3.0,2.0,1.0,121.0,60.0
Beji,1035,2000000000.0,4.0,2.0,2.0,200.0,140.0
Limo,1035,1150000000.0,2.0,1.0,1.0,86.0,60.0
Cilangkap,1035,1500000000.0,3.0,2.0,1.0,120.0,75.0
Limo,1035,1500000000.0,3.0,2.0,,94.0,110.0
Citayam,1035,360000000.0,2.0,1.0,1.0,60.0,40.0
Tapos,1035,1700000000.0,3.0,3.0,,125.0,100.0
Sawangan,1035,1050000000.0,2.0,2.0,,60.0,84.0
Sukmajaya,1035,3300000000.0,4.0,3.0,,135.0,254.0
Sukmajaya,1035,3000000000.0,3.0,2.0,,190.0,150.0
Cilangkap,1035,495000000.0,3.0,1.0,,97.0,97.0
Beji,1035,1200000000.0,3.0,3.0,1.0,97.0,140.0
Tanah Baru,1035,1200000000.0,3.0,3.0,1.0,98.0,140.0
Cinere,1035,2800000000.0,4.0,4.0,2.0,150.0,210.0
Depok I,1036,1650000000.0,4.0,3.0,1.0,132.0,98.0
Sawangan,1036,900000000.0,2.0,2.0,1.0,50.0,62.0
Cilodong,1036,585000000.0,2.0,1.0,1.0,100.0,65.0
Sukmajaya,1036,1450000000.0,2.0,,,73.0,88.0
Sawangan,1036,3000000000.0,6.0,4.0,5.0,885.0,200.0
Sawangan,1036,2800000000.0,3.0,3.0,2.0,160.0,109.0
Sukmajaya,1036,975000000.0,3.0,1.0,,156.0,100.0
Sukmajaya,1036,975000000.0,3.0,1.0,,156.0,100.0
Beji,1036,970000000.0,3.0,3.0,,87.0,90.0
Kelapa Dua,1036,950000000.0,5.0,2.0,,90.0,150.0
Sawangan,1036,970000000.0,2.0,2.0,,50.0,62.0
Cilangkap,1036,1980000000.0,2.0,2.0,1.0,85.0,89.0
Cilangkap,1036,2680000000.0,3.0,3.0,,119.0,128.0
Cimanggis,1036,3360000000.0,3.0,3.0,,153.0,165.0
Cinangka,1036,1400000000.0,3.0,2.0,,119.0,130.0
Cinangka,1036,3000000000.0,3.0,3.0,4.0,500.0,130.0
Sawangan,1037,1600000000.0,3.0,2.0,,84.0,88.0
Beji,1037,970000000.0,3.0,3.0,,87.0,90.0
Cinere,1037,3000000000.0,2.0,2.0,1.0,200.0,112.0
Gandul,1037,2750000000.0,5.0,2.0,3.0,269.0,255.0
Cinere,1037,2700000000.0,7.0,4.0,2.0,308.0,500.0
Cinere,1037,2770000000.0,3.0,2.0,2.0,169.0,200.0
Sukmajaya,1037,4500000000.0,5.0,3.0,,200.0,284.0
Sukmajaya,1037,3500000000.0,4.0,3.0,,200.0,210.0
Cipayung,1037,725000000.0,3.0,2.0,1.0,50.0,74.0
Tapos,1037,500000000.0,2.0,1.0,1.0,52.0,36.0
Sawangan,1037,2600000000.0,3.0,3.0,2.0,128.0,100.0
Cilodong,1037,1600000000.0,2.0,,,60.0,120.0
Sawangan,1038,2900000000.0,4.0,3.0,2.0,240.0,320.0
Cinangka,1038,1250000000.0,4.0,2.0,,75.0,100.0
Cilangkap,1038,450000000.0,2.0,1.0,1.0,89.0,45.0
Cilodong,1038,690000000.0,2.0,2.0,,173.0,85.0
Pancoran Mas,1038,1650000000.0,3.0,3.0,2.0,182.0,150.0
Sukatani,1038,1340000000.0,5.0,2.0,1.0,90.0,165.0
Cimanggis,1038,2500000000.0,4.0,4.0,4.0,197.0,200.0
Cinere,1038,2500000000.0,4.0,3.0,,233.0,250.0
Cinere,1038,2500000000.0,4.0,3.0,,233.0,250.0
Pancoran Mas,1038,2300000000.0,,,,143.0,200.0
Sukmajaya,1038,880000000.0,4.0,2.0,,120.0,120.0
Pancoran Mas,1038,650000000.0,2.0,1.0,,70.0,50.0
Kukusan,1038,5500000000.0,10.0,10.0,,329.0,600.0
Limo,1039,1900000000.0,4.0,3.0,2.0,131.0,261.0
Cinere,1039,4900000000.0,3.0,3.0,,105.0,315.0
Cinere,1039,3200000000.0,5.0,5.0,1.0,315.0,200.0
Cinere,1039,2000000000.0,4.0,3.0,2.0,131.0,261.0
Sawangan,1039,1500000000.0,3.0,2.0,2.0,84.0,88.0
Sawangan,1039,6000000000.0,2.0,,,375.0,150.0
Cinere,1039,4380000000.0,5.0,4.0,1.0,240.0,400.0
Tugu,1039,1000000000.0,3.0,2.0,,191.0,49.0
Pancoran Mas,1039,600000000.0,3.0,2.0,,79.0,120.0
Cilodong,1039,2000000000.0,3.0,2.0,,143.0,170.0
Sawangan,1039,1750000000.0,4.0,3.0,,140.0,250.0
Pangkalan Jati,1039,1900000000.0,3.0,2.0,2.0,78.0,78.0
Sukmajaya,1039,2600000000.0,4.0,4.0,1.0,180.0,200.0
Kukusan,1039,2500000000.0,,,,114.0,100.0
Cinere,1040,3700000000.0,4.0,3.0,,205.0,250.0
Cinere,1040,2800000000.0,4.0,4.0,2.0,80.0,200.0
Cimanggis,1040,1300000000.0,3.0,1.0,1.0,98.0,90.0
Cimanggis,1040,2500000000.0,2.0,2.0,1.0,148.0,104.0
Cinere,1040,1040000000.0,3.0,3.0,2.0,70.0,100.0
Cimanggis,1040,2300000000.0,,,,75.0,157.0
Cimanggis,1040,2850000000.0,,,,75.0,157.0
Beji,1040,1000000000.0,5.0,3.0,,243.0,150.0
Cinere,1040,1200000000.0,2.0,1.0,,110.0,80.0
Depok II,1040,1570000000.0,3.0,2.0,,84.0,65.0
Depok I,1040,1570000000.0,3.0,2.0,,84.0,65.0
Cilodong,1040,1500000000.0,3.0,1.0,1.0,150.0,120.0
Cilodong,1040,785000000.0,2.0,1.0,,94.0,45.0
Margonda,1040,5500000000.0,4.0,4.0,,300.0,180.0
Kukusan,1041,5500000000.0,3.0,2.0,,575.0,372.0
Sukmajaya,1041,4500000000.0,4.0,,,230.0,360.0
Tanah Baru,1041,885000000.0,3.0,2.0,,44.0,80.0
Pancoran Mas,1041,1220000000.0,3.0,2.0,,77.0,76.0
Sukmajaya,1041,950000000.0,2.0,1.0,1.0,80.0,80.0
Sukmajaya,1041,3400000000.0,3.0,3.0,2.0,120.0,160.0
Cilodong,1041,2500000000.0,5.0,5.0,,190.0,250.0
Sawangan,1041,1710000000.0,3.0,2.0,,84.0,75.0
Sawangan,1041,1570000000.0,3.0,2.0,,84.0,65.0
Kelapa Dua,1041,1900000000.0,3.0,3.0,,134.0,242.0
Sawangan,1041,1500000000.0,3.0,2.0,2.0,84.0,75.0
Cinere,1041,2600000000.0,5.0,5.0,2.0,79.0,200.0
Sawangan,1041,1400000000.0,2.0,1.0,1.0,160.0,62.0
Tapos,1041,5000000000.0,4.0,4.0,1.0,128.0,211.0
Cinere,1041,1900000000.0,3.0,2.0,1.0,90.0,105.0
Cinere,1041,3500000000.0,4.0,3.0,2.0,251.0,150.0
Cipayung,1041,380000000.0,2.0,1.0,1.0,60.0,60.0
Pancoran Mas,1041,2300000000.0,3.0,3.0,,90.0,120.0
Beji,1041,2750000000.0,4.0,4.0,1.0,149.0,250.0
Pangkalan Jati,1042,3900000000.0,3.0,2.0,,178.0,156.0
Cilodong,1042,1190000000.0,4.0,3.0,2.0,64.0,103.0
Bojong Sari,1042,500000000.0,2.0,1.0,,72.0,68.0
Margonda,1042,4500000000.0,3.0,2.0,,162.0,139.0
Sawangan,1042,2800000000.0,3.0,2.0,1.0,820.0,820.0
Cinangka,1042,940000000.0,2.0,2.0,1.0,65.0,78.0
Sawangan,1042,940000000.0,2.0,2.0,1.0,65.0,78.0
Cinere,1042,940000000.0,2.0,2.0,1.0,65.0,78.0
Cinangka,1042,940000000.0,2.0,2.0,1.0,65.0,78.0
Sawangan,1042,940000000.0,2.0,2.0,1.0,65.0,78.0
Cinangka,1042,1500000000.0,2.0,4.0,,50.0,99.0
Citayam,1042,378000000.0,2.0,1.0,1.0,60.0,45.0
Limo,1042,1300000000.0,3.0,2.0,,84.0,120.0
Cilodong,1042,690000000.0,3.0,2.0,1.0,78.0,60.0
Cilodong,1042,650000000.0,2.0,2.0,,173.0,85.0
Tapos,1042,770000000.0,3.0,2.0,1.0,58.0,70.0
Tapos,1043,900000000.0,2.0,1.0,,98.0,98.0
Krukut,1043,2450000000.0,4.0,4.0,1.0,250.0,200.0
Cimanggis,1043,950000000.0,2.0,1.0,1.0,84.0,45.0
Pancoran Mas,1043,1000000000.0,3.0,2.0,1.0,80.0,100.0
Sukmajaya,1043,2900000000.0,5.0,5.0,1.0,210.0,200.0
Sawangan,1043,690000000.0,2.0,1.0,1.0,60.0,36.0
Pancoran Mas,1043,2500000000.0,5.0,2.0,6.0,367.0,70.0
Cinangka,1043,755000000.0,3.0,2.0,1.0,50.0,70.0
Sawangan,1043,755000000.0,3.0,2.0,1.0,50.0,70.0
Cinangka,1043,755000000.0,3.0,2.0,1.0,50.0,70.0
Sawangan,1043,755000000.0,3.0,2.0,1.0,50.0,70.0
Cilangkap,1043,1520000000.0,2.0,2.0,2.0,80.0,160.0
Cinere,1043,1350000000.0,4.0,3.0,2.0,80.0,107.0
Cinangka,1043,1350000000.0,4.0,3.0,2.0,80.0,107.0
Sawangan,1043,1350000000.0,4.0,3.0,2.0,8000.0,10700.0
Cinangka,1043,815000000.0,3.0,3.0,1.0,50.0,70.0
Sawangan,1043,815000000.0,3.0,3.0,1.0,48.0,86.0
Sukmajaya,1043,2700000000.0,5.0,4.0,,200.0,300.0
Sukmajaya,1044,2700000000.0,5.0,4.0,,200.0,300.0
Tirtajaya,1044,2500000000.0,3.0,2.0,,120.0,180.0
Cinere,1044,5000000000.0,4.0,3.0,2.0,300.0,240.0
Cinangka,1044,840000000.0,3.0,2.0,1.0,60.0,70.0
Cinere,1044,755000000.0,3.0,2.0,1.0,50.0,70.0
Depok I,1044,4500000000.0,4.0,3.0,,126.0,200.0
Sukmajaya,1044,1300000000.0,3.0,3.0,1.0,108.0,180.0
Sawangan,1044,755000000.0,3.0,2.0,1.0,50.0,70.0
Limo,1044,850000000.0,1.0,1.0,,72.0,55.0
Cinere,1044,2000000000.0,3.0,3.0,2.0,100.0,150.0
Cinere,1044,4900000000.0,4.0,3.0,2.0,462.0,185.0
Limo,1044,940000000.0,2.0,2.0,1.0,65.0,78.0
Sawangan,1044,940000000.0,2.0,2.0,1.0,65.0,78.0
Cinere,1044,1350000000.0,4.0,3.0,2.0,80.0,107.0
Beji,1044,750000000.0,3.0,1.0,,70.0,75.0
Cimanggis,1044,1350000000.0,4.0,3.0,2.0,80.0,107.0
Pancoran Mas,1044,1350000000.0,4.0,3.0,2.0,80.0,107.0
Cinangka,1044,1350000000.0,4.0,3.0,2.0,80.0,107.0
Cibubur,1045,970000000.0,3.0,3.0,1.0,56.0,72.0
Sawangan,1045,2200000000.0,4.0,4.0,2.0,184.0,278.0
Sawangan,1045,1350000000.0,4.0,3.0,2.0,80.0,107.0
Cilodong,1045,900000000.0,2.0,1.0,,101.0,75.0
Sawangan,1045,1300000000.0,4.0,2.0,,90.0,120.0
Rangkapanjaya,1045,1050000000.0,3.0,2.0,,160.0,80.0
Sawangan,1045,900000000.0,3.0,3.0,,96.0,60.0
Pangkalan Jati,1045,5000000000.0,4.0,2.0,,482.0,262.0
Sukmajaya,1045,1450000000.0,3.0,2.0,1.0,97.0,120.0
Cimanggis,1045,2900000000.0,7.0,3.0,2.0,330.0,400.0
Sawangan,1045,1300000000.0,2.0,2.0,2.0,135.0,100.0
Cinere,1045,1500000000.0,3.0,2.0,1.0,72.0,138.0
Sawangan,1045,520000000.0,3.0,1.0,,106.0,90.0
Beji,1046,3800000000.0,5.0,3.0,1.0,308.0,200.0
Sawangan,1046,485000000.0,3.0,1.0,,106.0,90.0
Limo,1046,5990000000.0,3.0,2.0,2.0,300.0,250.0
Pancoran Mas,1046,5500000000.0,3.0,4.0,,240.0,279.0
Margonda,1046,5500000000.0,3.0,3.0,,240.0,279.0
Limo,1046,2490000000.0,3.0,2.0,,149.0,120.0
Limo,1046,2260000000.0,3.0,2.0,,129.0,118.0
Sawangan,1046,840000000.0,2.0,1.0,1.0,105.0,48.0
Sukmajaya,1046,2900000000.0,5.0,3.0,,130.0,380.0
Sawangan,1046,1400000000.0,2.0,2.0,,160.0,76.0
Sawangan,1046,780000000.0,3.0,2.0,,105.0,82.0
Sawangan,1046,1700000000.0,2.0,2.0,,152.0,120.0
Sawangan,1046,600000000.0,2.0,1.0,,72.0,65.0
Cilodong,1046,620000000.0,2.0,1.0,1.0,85.0,42.0
Cinere,1046,1550000000.0,3.0,2.0,2.0,78.0,72.0
Cinere,1046,2600000000.0,3.0,3.0,1.0,120.0,180.0
Beji,1046,1570000000.0,3.0,2.0,1.0,66.0,125.0
Sukmajaya,1047,1450000000.0,4.0,3.0,1.0,154.0,125.0
Cimanggis,1047,4200000000.0,5.0,5.0,1.0,408.0,550.0
Cinere,1047,2500000000.0,4.0,3.0,1.0,151.0,264.0
Pancoran Mas,1047,2300000000.0,4.0,2.0,,180.0,150.0
Cinere,1047,4500000000.0,4.0,4.0,2.0,380.0,450.0
Cilodong,1047,900000000.0,3.0,2.0,2.0,60.0,80.0
Sukmajaya,1047,1000000000.0,3.0,3.0,2.0,65.0,80.0
Kukusan,1047,3000000000.0,4.0,4.0,3.0,233.0,100.0
Cinangka,1047,900000000.0,3.0,2.0,1.0,66.0,65.0
Sawangan,1047,2500000000.0,5.0,3.0,,137.0,200.0
Sukmajaya,1047,1800000000.0,4.0,2.0,,120.0,150.0
Cinere,1047,4200000000.0,5.0,4.0,2.0,265.0,332.0
Cinere,1047,3100000000.0,3.0,3.0,1.0,150.0,159.0
Cinangka,1047,350000000.0,2.0,1.0,1.0,60.0,40.0
Cinere,1047,1870000000.0,4.0,3.0,1.0,100.0,120.0
Beji,1047,2100000000.0,3.0,3.0,,196.0,220.0
Beji,1048,2100000000.0,3.0,3.0,,196.0,220.0
Cisalak,1048,990000000.0,3.0,1.0,1.0,165.0,130.0
Cimanggis,1048,3900000000.0,3.0,3.0,1.0,240.0,140.0
Cilodong,1048,552000000.0,2.0,1.0,,57.0,40.0
Cinere,1048,2500000000.0,2.0,2.0,1.0,170.0,100.0
Bojong Sari,1048,1090000000.0,3.0,2.0,2.0,84.0,85.0
Sukmajaya,1048,720000000.0,2.0,1.0,1.0,90.0,60.0
Cinere,1048,1950000000.0,3.0,3.0,1.0,61.0,120.0
Sukmajaya,1048,3500000000.0,3.0,3.0,,200.0,170.0
Pangkalan Jati,1048,4600000000.0,5.0,3.0,,385.0,250.0
Tapos,1048,800000000.0,3.0,2.0,,135.0,140.0
Sukmajaya,1048,2500000000.0,5.0,4.0,,180.0,350.0
Cibubur,1048,1550000000.0,2.0,2.0,,57.0,60.0
Tirtajaya,1049,1900000000.0,5.0,3.0,,150.0,220.0
Pancoran Mas,1049,950000000.0,3.0,2.0,,117.0,167.0
Pancoran Mas,1049,1400000000.0,3.0,2.0,,72.0,84.0
Cimanggis,1049,1200000000.0,4.0,2.0,,110.0,153.0
Cipayung,1049,800000000.0,3.0,2.0,,72.0,100.0
Depok II,1049,1620000000.0,4.0,2.0,1.0,92.0,185.0
Cimanggis,1049,1200000000.0,4.0,2.0,,110.0,153.0
Citayam,1049,1300000000.0,2.0,1.0,,123.0,38.0
Cilodong,1049,810000000.0,3.0,2.0,,125.0,60.0
Beji,1049,1190000000.0,3.0,2.0,1.0,85.0,120.0
Sawangan,1049,950000000.0,2.0,1.0,1.0,84.0,45.0
Sawangan,1049,4500000000.0,4.0,6.0,2.0,160.0,222.0
Pancoran Mas,1049,3300000000.0,7.0,4.0,,801.0,229.0
Harjamukti,1049,1400000000.0,3.0,2.0,2.0,100.0,94.0
Sawangan,1050,700000000.0,2.0,1.0,1.0,60.0,36.0
Sawangan,1050,479000000.0,2.0,1.0,1.0,50.0,36.0
Tapos,1050,517000000.0,2.0,1.0,1.0,53.0,40.0
Pancoran Mas,1050,1500000000.0,4.0,3.0,,155.0,100.0
Cilodong,1050,736000000.0,3.0,3.0,1.0,75.0,36.0
Cinere,1050,1530000000.0,2.0,1.0,1.0,90.0,70.0
Bojong Sari,1050,2000000000.0,3.0,3.0,2.0,105.0,103.0
Cinere,1050,2300000000.0,,,,100.0,154.0
Sawangan,1050,1700000000.0,5.0,3.0,,150.0,283.0
Beji,1050,1100000000.0,1.0,,,79.0,44.0
Sukmajaya,1050,965000000.0,3.0,2.0,1.0,92.0,95.0
Cinere,1050,5300000000.0,6.0,4.0,1.0,500.0,250.0
Cinere,1050,6000000000.0,4.0,4.0,2.0,533.0,329.0
Cimanggis,1050,4290000000.0,4.0,1.0,,322.0,400.0
Sukmajaya,1050,3500000000.0,6.0,6.0,,219.0,360.0
Cilodong,1050,1500000000.0,2.0,2.0,1.0,150.0,150.0
Sukmajaya,1050,2350000000.0,4.0,2.0,2.0,210.0,150.0
Cinere,1051,1450000000.0,3.0,3.0,,72.0,90.0
Depok II,1051,824000000.0,2.0,1.0,1.0,105.0,105.0
Cipayung,1051,475000000.0,2.0,1.0,1.0,68.0,40.0
Cinere,1051,3900000000.0,3.0,3.0,,105.0,315.0
Cimanggis,1051,1100000000.0,3.0,2.0,,265.0,112.0
Cimanggis,1051,2670000000.0,4.0,5.0,2.0,204.0,360.0
Tapos,1051,2950000000.0,3.0,2.0,1.0,227.0,193.0
Pancoran Mas,1051,750000000.0,4.0,3.0,,84.0,110.0
Cimanggis,1051,4500000000.0,4.0,4.0,,322.0,400.0
Cinere,1051,1750000000.0,4.0,4.0,,108.0,140.0
Sukmajaya,1051,4000000000.0,4.0,,,204.0,108.0
Cilodong,1051,1080000000.0,3.0,2.0,2.0,84.0,64.0
Cimanggis,1051,5000000000.0,5.0,5.0,4.0,162.0,202.0
Cilodong,1051,695000000.0,3.0,2.0,2.0,55.0,60.0
Cimanggis,1051,682000000.0,2.0,1.0,,71.0,42.0
Cinere,1052,2500000000.0,3.0,3.0,2.0,84.0,150.0
Cinere,1052,4099999999.9999995,4.0,3.0,2.0,160.0,161.0
Sukmajaya,1052,2000000000.0,3.0,,,60.0,132.0
Sawangan,1052,3500000000.0,4.0,4.0,,128.0,197.0
Sawangan,1052,3980000000.0,4.0,4.0,,144.0,206.0
Sawangan,1052,3000000000.0,7.0,3.0,2.0,1300.0,400.0
Sawangan,1052,500000000.0,2.0,2.0,,60.0,80.0
Sawangan,1052,6000000000.0,2.0,,,75.0,188.0
Cilodong,1052,1650000000.0,3.0,2.0,,190.0,180.0
Depok II,1052,458000000.0,2.0,1.0,1.0,63.0,30.0
Sukmajaya,1052,4000000000.0,4.0,4.0,,204.0,108.0
Sukmajaya,1052,4000000000.0,4.0,4.0,,204.0,108.0
Rangkapanjaya,1052,1300000000.0,2.0,,,121.0,112.0
Tugu,1052,1000000000.0,3.0,2.0,1.0,191.0,49.0
Citayam,1052,600000000.0,2.0,1.0,1.0,70.0,40.0
Bojong Sari,1053,2500000000.0,3.0,2.0,,112.0,129.0
Sawangan,1053,3800000000.0,3.0,3.0,1.0,193.0,184.0
Sawangan,1053,3800000000.0,3.0,,,100.0,255.0
Pancoran Mas,1053,1240000000.0,3.0,3.0,2.0,78.0,115.0
Cinere,1053,3450000000.0,3.0,2.0,2.0,282.0,250.0
Kelapa Dua,1053,2750000000.0,2.0,,,90.0,189.0
Sawangan,1053,1150000000.0,1.0,2.0,,68.0,114.0
Depok II,1053,2000000000.0,4.0,3.0,1.0,135.0,220.0
Cilodong,1053,1070000000.0000001,3.0,3.0,1.0,77.0,80.0
Cilodong,1053,1200000000.0,3.0,2.0,1.0,96.0,100.0
Cinere,1053,5900000000.0,6.0,4.0,2.0,800.0,600.0
Cinere,1053,3300000000.0,5.0,4.0,3.0,200.0,350.0
Depok II,1053,3100000000.0,4.0,3.0,2.0,134.0,200.0
Limo,1053,1600000000.0,2.0,2.0,1.0,79.0,110.0
Limo,1053,1600000000.0,3.0,2.0,,79.0,110.0
Cilodong,1053,650000000.0,2.0,1.0,,84.0,40.0
Sukmajaya,1053,2000000000.0,3.0,2.0,,105.0,110.0
Sawangan,1053,750000000.0,2.0,1.0,1.0,80.0,60.0
Babadan,1054,500000000.0,3.0,1.0,1.0,60.0,80.0
Cinere,1054,5000000000.0,3.0,2.0,1.0,360.0,200.0
Tapos,1054,3200000000.0,3.0,3.0,1.0,300.0,200.0
