district,page,price_clean,bedrooms_clean,bathrooms_clean,garage_clean,land_area_clean,building_area_clean
Sawangan,1454,1250000000.0,2.0,,,68.0,82.0
Citayam,1454,65000000.0,1.0,1.0,1.0,60.0,26.0
Cipayung,1454,900000000.0,2.0,1.0,,168.0,100.0
Sukmajaya,1454,2500000000.0,6.0,4.0,,180.0,350.0
Cilangkap,1454,514000000.0,2.0,1.0,1.0,45.0,50.0
Sawangan,1454,1190000000.0,3.0,3.0,1.0,66.0,76.0
Sawangan,1454,495000000.0,2.0,1.0,1.0,72.0,45.0
Sukmajaya,1454,3800000000.0,3.0,2.0,,240.0,120.0
Margonda,1454,4500000000.0,3.0,2.0,,162.0,139.0
Cilodong,1454,650000000.0,2.0,1.0,,72.0,72.0
Limo,1454,550000000.0,2.0,1.0,1.0,63.0,45.0
Margonda,1454,3500000000.0,6.0,4.0,,200.0,240.0
Tapos,1454,1080000000.0,2.0,1.0,1.0,72.0,45.0
Cibubur,1454,1000000000.0,3.0,2.0,2.0,62.0,72.0
Depok I,1455,1500000000.0,4.0,4.0,2.0,86.0,157.0
Cimanggis,1455,2400000000.0,2.0,1.0,1.0,255.0,100.0
Citayam,1455,250000000.0,2.0,1.0,1.0,50.0,40.0
Citayam,1455,500000000.0,2.0,1.0,1.0,50.0,40.0
Citayam,1455,250000000.0,2.0,1.0,1.0,50.0,40.0
Cibubur,1455,1050000000.0,3.0,2.0,1.0,136.0,88.0
Cimanggis,1455,1000000000.0,2.0,1.0,1.0,72.0,45.0
Cinere,1455,1300000000.0,2.0,1.0,1.0,134.0,65.0
Citayam,1455,250000000.0,2.0,1.0,1.0,50.0,40.0
Sukmajaya,1456,1250000000.0,4.0,2.0,,112.0,200.0
Cibubur,1456,1900000000.0,2.0,,,48.0,105.0
Cibubur,1456,2500000000.0,5.0,4.0,1.0,548.0,237.0
Margonda,1456,2900000000.0,4.0,,,100.0,300.0
Tanah Baru,1456,900000000.0,3.0,2.0,2.0,64.0,70.0
Cilodong,1456,1900000000.0,4.0,2.0,2.0,141.0,150.0
Cibubur,1456,1200000000.0,2.0,1.0,,105.0,60.0
Cibubur,1456,2200000000.0,4.0,3.0,2.0,160.0,200.0
Harjamukti,1456,1800000000.0,3.0,2.0,1.0,88.0,60.0
Cisalak,1456,1700000000.0,5.0,3.0,1.0,208.0,208.0
Cimanggis,1456,750000000.0,3.0,2.0,1.0,45.0,72.0
Cibubur,1456,1400000000.0,5.0,4.0,1.0,109.0,200.0
Sukmajaya,1456,1250000000.0,4.0,2.0,,112.0,200.0
Cimanggis,1456,799000000.0,2.0,2.0,1.0,45.0,40.0
Grand Depok City,1456,1000000000.0,3.0,1.0,,100.0,100.0
Cibubur,1457,2500000000.0,3.0,3.0,2.0,235.0,110.0
Cilodong,1457,875000000.0,3.0,2.0,1.0,63.0,120.0
Sukmajaya,1457,399000000.0,2.0,1.0,1.0,44.0,40.0
Cinere,1457,3500000000.0,3.0,3.0,,285.0,175.0
Pancoran Mas,1457,1100000000.0,3.0,2.0,2.0,66.0,65.0
Beji,1457,1000000000.0,2.0,1.0,,88.0,55.0
Cimanggis,1457,500000000.0,2.0,1.0,,101.0,80.0
Pancoran Mas,1457,1660000000.0,2.0,1.0,,72.0,65.0
Cimanggis,1457,895000000.0,2.0,2.0,1.0,60.0,60.0
Pancoran Mas,1457,1240000000.0,3.0,2.0,,112.0,100.0
Bojong Sari,1457,500000000.0,2.0,2.0,1.0,76.0,43.0
Sawangan,1457,500000000.0,2.0,1.0,1.0,72.0,36.0
Citayam,1457,185000000.0,2.0,1.0,1.0,42.0,33.0
Sawangan,1457,500000000.0,,,,72.0,36.0
Tanah Baru,1457,1350000000.0,3.0,3.0,2.0,58.0,130.0
Pancoran Mas,1458,3900000000.0,3.0,2.0,,1350.0,100.0
Depok I,1458,1000000000.0,4.0,2.0,2.0,80.0,120.0
Gandul,1458,650000000.0,,,,71.0,55.0
Cinere,1458,1900000000.0,4.0,3.0,2.0,114.0,150.0
Sukmajaya,1458,1050000000.0,3.0,2.0,2.0,90.0,70.0
Sawangan,1458,1300000000.0,3.0,3.0,1.0,90.0,100.0
Sawangan,1458,912000000.0,3.0,2.0,2.0,82.0,82.0
Depok I,1458,880000000.0,2.0,2.0,,90.0,55.0
Depok I,1458,1150000000.0,3.0,3.0,1.0,80.0,90.0
Depok I,1458,1250000000.0,3.0,3.0,2.0,92.0,90.0
Depok I,1458,815000000.0,2.0,1.0,1.0,76.0,50.0
Cimanggis,1458,799000000.0,2.0,2.0,1.0,45.0,40.0
Citayam,1458,185000000.0,2.0,1.0,1.0,42.0,33.0
Citayam,1458,185000000.0,2.0,1.0,1.0,42.0,33.0
Citayam,1458,185000000.0,2.0,1.0,1.0,42.0,33.0
Depok I,1458,1200000000.0,3.0,3.0,2.0,76.0,100.0
Citayam,1459,185000000.0,2.0,1.0,1.0,42.0,33.0
Citayam,1459,185000000.0,2.0,1.0,1.0,42.0,33.0
Depok I,1459,1180000000.0,3.0,2.0,1.0,72.0,90.0
Citayam,1459,185000000.0,2.0,1.0,1.0,42.0,33.0
Citayam,1459,185000000.0,2.0,1.0,2.0,42.0,33.0
Citayam,1459,440000000.0,2.0,1.0,1.0,68.0,37.0
Cilodong,1459,840000000.0,2.0,2.0,1.0,50.0,82.0
Depok I,1459,810000000.0,2.0,2.0,2.0,77.0,50.0
Depok I,1459,790000000.0,2.0,2.0,2.0,78.0,50.0
Depok I,1459,1370000000.0,3.0,3.0,2.0,70.0,90.0
Depok I,1459,1200000000.0,3.0,3.0,2.0,100.0,82.0
Cilodong,1459,920000000.0,3.0,2.0,1.0,71.0,75.0
Harjamukti,1459,2200000000.0,4.0,3.0,1.0,92.0,105.0
Citayam,1459,315000000.0,2.0,1.0,1.0,60.0,60.0
Depok I,1459,900000000.0,3.0,3.0,2.0,80.0,80.0
Harjamukti,1459,2200000000.0,3.0,2.0,2.0,153.0,90.0
Cibubur,1459,1650000000.0,3.0,2.0,1.0,152.0,150.0
Cilodong,1459,1370000000.0,3.0,3.0,2.0,75.0,100.0
Cilodong,1459,350000000.0,2.0,1.0,1.0,42.0,30.0
Cinere,1460,3600000000.0,4.0,5.0,2.0,200.0,200.0
Sawangan,1460,615000000.0,2.0,1.0,1.0,81.0,45.0
Pancoran Mas,1460,5850000000.0,5.0,4.0,,693.0,450.0
Pancoran Mas,1460,425000000.0,2.0,1.0,1.0,60.0,50.0
Grand Depok City,1460,925000000.0,3.0,3.0,1.0,97.0,85.0
Sawangan,1460,800000000.0,3.0,2.0,,160.0,108.0
Depok I,1460,2700000000.0,4.0,3.0,6.0,438.0,110.0
Beji,1460,775000000.0,3.0,2.0,1.0,90.0,100.0
Cinere,1460,3750000000.0,5.0,4.0,2.0,140.0,320.0
Cinere,1460,2990000000.0,4.0,3.0,1.0,150.0,230.0
Cinere,1461,4800000000.0,7.0,6.0,2.0,625.0,400.0
Citayam,1461,636000000.0,2.0,2.0,1.0,50.0,56.0
Depok I,1461,3200000000.0,7.0,4.0,2.0,410.0,200.0
Citayam,1461,959000000.0,3.0,2.0,1.0,84.0,70.0
Citayam,1461,250000000.0,2.0,1.0,1.0,50.0,40.0
Citayam,1461,250000000.0,2.0,1.0,1.0,50.0,40.0
Citayam,1461,530000000.0,2.0,1.0,1.0,60.0,40.0
Depok I,1461,4000000000.0,8.0,4.0,,508.0,718.0
Cimanggis,1461,900000000.0,3.0,2.0,2.0,80.0,70.0
Cibubur,1461,1200000000.0,3.0,2.0,1.0,72.0,65.0
Cimanggis,1461,500000000.0,2.0,1.0,2.0,64.0,40.0
Cilodong,1461,2600000000.0,3.0,5.0,,300.0,420.0
Cinere,1461,2600000000.0,4.0,3.0,,163.0,179.0
Pasir Putih,1461,550000000.0,2.0,1.0,1.0,83.0,46.0
Rangkapanjaya,1461,550000000.0,2.0,1.0,1.0,101.0,90.0
Cinere,1462,750000000.0,2.0,1.0,1.0,75.0,60.0
Pancoran Mas,1462,900000000.0,2.0,2.0,1.0,120.0,120.0
Cipayung,1462,4900000000.0,3.0,2.0,2.0,405.0,200.0
Kukusan,1462,777000000.0,3.0,2.0,1.0,41.0,54.0
Cipayung,1462,280000000.0,2.0,1.0,1.0,50.0,40.0
Sawangan,1462,975000000.0,2.0,1.0,1.0,150.0,50.0
Cinere,1462,875000000.0,4.0,4.0,1.0,79.0,110.0
Limo,1462,1900000000.0,1.0,,,88.0,100.0
Cinere,1462,655000000.0,2.0,2.0,2.0,48.0,50.0
Limo,1462,1400000000.0,5.0,3.0,1.0,113.0,200.0
Cinere,1462,830000000.0,2.0,1.0,1.0,84.0,84.0
Sawangan,1462,850000000.0,3.0,2.0,1.0,84.0,83.0
Cinere,1462,1500000000.0,4.0,2.0,1.0,92.0,130.0
Limo,1462,1400000000.0,3.0,3.0,2.0,94.0,119.0
Sawangan,1462,395000000.0,2.0,1.0,1.0,72.0,36.0
Cimanggis,1462,820000000.0,2.0,1.0,1.0,25.0,67.0
Sawangan,1462,380000000.0,2.0,1.0,,120.0,36.0
Harjamukti,1462,900000000.0,3.0,2.0,1.0,50.0,100.0
Tapos,1462,5000000000.0,3.0,,,705.0,250.0
Beji,1463,1800000000.0,2.0,1.0,1.0,200.0,100.0
Cinangka,1463,760000000.0,3.0,2.0,1.0,48.0,54.0
Sawangan,1463,900000000.0,3.0,2.0,2.0,77.0,77.0
Cipayung,1463,2500000000.0,10.0,5.0,,265.0,250.0
Cimanggis,1463,5200000000.0,4.0,4.0,,322.0,400.0
Cinangka,1463,690000000.0,4.0,3.0,1.0,206.0,120.0
Bojong Sari,1463,680000000.0,2.0,1.0,1.0,96.0,47.0
Cinere,1463,1300000000.0,3.0,2.0,1.0,72.0,83.0
Cisalak,1463,807000000.0,3.0,2.0,1.0,50.0,80.0
Sukmajaya,1463,4000000000.0,5.0,4.0,1.0,240.0,350.0
Rangkapanjaya,1463,1650000000.0,4.0,3.0,1.0,182.0,200.0
Cibubur,1463,2700000000.0,4.0,4.0,1.0,150.0,400.0
Cimanggis,1463,900000000.0,3.0,2.0,1.0,50.0,100.0
Sawangan,1464,750000000.0,3.0,2.0,1.0,72.0,98.0
Sukmajaya,1464,2770000000.0,4.0,3.0,,105.0,200.0
Pancoran Mas,1464,1220000000.0,3.0,2.0,,90.0,70.0
Sawangan,1464,510000000.0,2.0,1.0,,50.0,36.0
Pancoran Mas,1464,1110000000.0,4.0,2.0,,117.0,210.0
Cilodong,1464,610000000.0,2.0,1.0,,72.0,72.0
Sawangan,1464,1170000000.0,2.0,1.0,,120.0,50.0
Beji,1464,5270000000.0,6.0,3.0,3.0,628.0,500.0
Harjamukti,1464,1250000000.0,2.0,3.0,1.0,84.0,97.0
Cibubur,1464,2900000000.0,3.0,3.0,1.0,175.0,15.0
Sawangan,1464,830000000.0,2.0,2.0,,98.0,60.0
Cinere,1464,600000000.0,2.0,2.0,2.0,46.0,50.0
Limo,1464,600000000.0,2.0,2.0,2.0,46.0,50.0
Cimanggis,1464,900000000.0,3.0,2.0,1.0,50.0,100.0
Gandul,1464,1500000000.0,3.0,3.0,1.0,72.0,74.0
Cibubur,1464,3350000000.0,4.0,3.0,2.0,200.0,280.0
Beji,1464,2000000000.0,4.0,2.0,2.0,260.0,160.0
Bojong Sari,1464,2500000000.0,6.0,4.0,2.0,1000.0,350.0
Cibubur,1465,2900000000.0,3.0,3.0,1.0,175.0,150.0
Cibubur,1465,3050000000.0,3.0,3.0,2.0,208.0,160.0
Cimanggis,1465,650000000.0,2.0,1.0,1.0,70.0,36.0
Cinere,1465,3500000000.0,5.0,5.0,1.0,250.0,200.0
Cibubur,1465,2900000000.0,3.0,3.0,1.0,175.0,150.0
Sawangan,1465,790000000.0,3.0,2.0,1.0,60.0,68.0
Cibubur,1465,780000000.0,2.0,1.0,2.0,90.0,60.0
Sawangan,1465,4500000000.0,7.0,6.0,4.0,868.0,700.0
Cibubur,1465,2900000000.0,3.0,3.0,1.0,175.0,150.0
Cibubur,1465,2900000000.0,3.0,3.0,1.0,175.0,150.0
Cinere,1465,3500000000.0,5.0,5.0,1.0,250.0,200.0
Mekarsari,1465,2000000000.0,2.0,1.0,2.0,200.0,150.0
Cibubur,1465,2200000000.0,3.0,3.0,2.0,120.0,160.0
Harjamukti,1465,2500000000.0,4.0,3.0,4.0,227.0,175.0
Harjamukti,1465,5000000000.0,7.0,3.0,4.0,552.0,500.0
Cinere,1465,3950000000.0,3.0,2.0,1.0,240.0,200.0
Cinere,1465,2990000000.0,4.0,3.0,2.0,150.0,230.0
Cimanggis,1465,681000000.0,3.0,2.0,,133.0,155.0
Tanah Baru,1466,975000000.0,2.0,1.0,4.0,180.0,45.0
Depok II,1466,1650000000.0,3.0,2.0,2.0,120.0,70.0
Sawangan,1466,1000000000.0,3.0,2.0,1.0,72.0,60.0
Beji,1466,1390000000.0,3.0,2.0,,75.0,110.0
Sukmajaya,1466,2350000000.0,4.0,2.0,1.0,112.0,177.0
Sawangan,1466,1150000000.0,3.0,2.0,1.0,112.0,110.0
Beji,1466,690000000.0,2.0,2.0,1.0,56.0,56.0
Sawangan,1466,1150000000.0,3.0,2.0,1.0,112.0,110.0
Sawangan,1466,780000000.0,2.0,1.0,1.0,102.0,45.0
Sawangan,1466,1150000000.0,3.0,2.0,1.0,112.0,110.0
Sawangan,1466,1150000000.0,3.0,2.0,1.0,112.0,110.0
Limo,1466,840000000.0,3.0,2.0,2.0,77.0,110.0
Depok II,1466,900000000.0,2.0,2.0,2.0,86.0,70.0
Depok II,1466,540000000.0,2.0,1.0,1.0,72.0,40.0
Citayam,1467,185000000.0,2.0,1.0,1.0,42.0,33.0
Cinangka,1467,840000000.0,3.0,2.0,2.0,77.0,90.0
Sawangan,1467,2000000000.0,4.0,3.0,1.0,283.0,75.0
Sawangan,1467,2300000000.0,3.0,,,74.0,139.0
Cimanggis,1467,900000000.0,3.0,2.0,1.0,50.0,100.0
Cimanggis,1467,900000000.0,3.0,2.0,1.0,50.0,100.0
Cimanggis,1467,900000000.0,3.0,2.0,1.0,50.0,100.0
Cinere,1467,3500000000.0,5.0,5.0,1.0,250.0,200.0
Cinere,1467,3900000000.0,5.0,3.0,2.0,392.0,162.0
Tapos,1467,5000000000.0,3.0,6.0,,705.0,250.0
Tapos,1467,1000000000.0,3.0,2.0,2.0,164.0,152.0
Citayam,1467,185000000.0,2.0,1.0,1.0,42.0,33.0
Citayam,1467,200000000.0,2.0,1.0,1.0,60.0,36.0
Citayam,1467,185000000.0,2.0,1.0,1.0,42.0,33.0
Citayam,1467,185000000.0,2.0,1.0,1.0,42.0,33.0
Citayam,1467,185000000.0,2.0,1.0,1.0,42.0,33.0
Citayam,1468,185000000.0,2.0,1.0,1.0,42.0,33.0
Pangkalan Jati,1468,1700000000.0,4.0,3.0,1.0,72.0,90.0
Cinere,1468,1620000000.0,3.0,3.0,1.0,114.0,185.0
Cinere,1468,1350000000.0,3.0,2.0,1.0,98.0,84.0
Cinere,1468,1500000000.0,3.0,2.0,1.0,120.0,130.0
Cinere,1468,1300000000.0,3.0,2.0,1.0,60.0,90.0
Cinere,1468,1200000000.0,3.0,2.0,1.0,60.0,90.0
Pancoran Mas,1468,4990000000.0,4.0,,,148.0,400.0
Sukmajaya,1468,1850000000.0,3.0,2.0,,180.0,157.0
Citayam,1468,185000000.0,2.0,1.0,1.0,42.0,33.0
Kukusan,1468,2300000000.0,8.0,8.0,1.0,103.0,150.0
Sawangan,1468,625000000.0,2.0,1.0,,72.0,50.0
Sukmajaya,1468,4500000000.0,1.0,4.0,,404.0,250.0
Sukmajaya,1468,1150000000.0,3.0,2.0,1.0,81.0,70.0
Sawangan,1468,750000000.0,3.0,2.0,1.0,63.0,63.0
Sawangan,1468,902000000.0,3.0,2.0,2.0,79.0,79.0
Cipayung,1468,285000000.0,2.0,1.0,1.0,57.0,40.0
Limo,1469,643000000.0,2.0,2.0,2.0,48.0,50.0
Citayam,1469,185000000.0,2.0,1.0,1.0,42.0,33.0
Limo,1469,953000000.0,3.0,2.0,2.0,64.0,75.0
Cinere,1469,3500000000.0,3.0,4.0,1.0,220.0,300.0
Cinere,1469,580000000.0,2.0,1.0,1.0,65.0,45.0
Cilodong,1469,330000000.0,2.0,1.0,1.0,48.0,45.0
Citayam,1469,450000000.0,3.0,2.0,1.0,50.0,75.0
Cilodong,1469,405000000.0,2.0,1.0,1.0,60.0,42.0
Cilodong,1469,687000000.0,3.0,2.0,2.0,48.0,54.0
Sawangan,1469,800000000.0,3.0,2.0,2.0,70.0,90.0
Cilodong,1469,722000000.0,3.0,2.0,2.0,54.0,54.0
Cinangka,1469,800000000.0,3.0,2.0,2.0,70.0,90.0
Pasir Putih,1469,260000000.0,2.0,1.0,1.0,50.0,36.0
Cilodong,1469,635000000.0,3.0,2.0,2.0,42.0,50.0
Cisalak,1469,927000000.0,3.0,2.0,1.0,50.0,80.0
Cinere,1469,3300000000.0,4.0,5.0,3.0,182.0,200.0
Cilodong,1469,670000000.0,3.0,2.0,2.0,45.0,54.0
Cilodong,1469,480000000.0,2.0,1.0,1.0,82.0,45.0
Depok I,1469,1000000000.0,3.0,3.0,1.0,77.0,98.0
Depok I,1470,1000000000.0,4.0,3.0,1.0,89.0,90.0
Depok I,1470,1000000000.0,3.0,3.0,1.0,78.0,90.0
Cimanggis,1470,910000000.0,3.0,2.0,1.0,50.0,100.0
Depok I,1470,1000000000.0,3.0,3.0,1.0,77.0,90.0
Krukut,1470,1600000000.0,2.0,1.0,1.0,180.0,100.0
Depok I,1470,1000000000.0,3.0,3.0,2.0,84.0,90.0
Depok I,1470,1000000000.0,3.0,3.0,1.0,89.0,80.0
Depok I,1470,1000000000.0,3.0,3.0,2.0,87.0,80.0
Sawangan,1470,320000000.0,2.0,1.0,1.0,75.0,45.0
Depok I,1470,725000000.0,2.0,1.0,1.0,69.0,50.0
Depok II,1470,1200000000.0,2.0,2.0,1.0,115.0,120.0
Sukmajaya,1470,4600000000.0,15.0,5.0,,300.0,750.0
Limo,1470,550000000.0,2.0,1.0,4.0,116.0,52.0
Cinangka,1470,550000000.0,2.0,1.0,4.0,116.0,52.0
Cinere,1470,1900000000.0,3.0,3.0,1.0,170.0,140.0
Sawangan,1470,550000000.0,2.0,1.0,4.0,116.0,52.0
Pasir Putih,1470,550000000.0,2.0,1.0,2.0,116.0,52.0
Cinangka,1470,595000000.0,2.0,1.0,2.0,66.0,45.0
Depok I,1470,485000000.0,2.0,1.0,1.0,96.0,40.0
Sawangan,1470,595000000.0,2.0,1.0,1.0,66.0,45.0
Cinere,1471,3000000000.0,4.0,3.0,2.0,150.0,230.0
Cinangka,1471,650000000.0,2.0,1.0,1.0,60.0,41.0
Sukatani,1471,680000000.0,2.0,1.0,1.0,84.0,48.0
Cilodong,1471,925000000.0,3.0,2.0,1.0,64.0,75.0
Depok I,1471,1000000000.0,3.0,3.0,1.0,72.0,90.0
Depok I,1471,1000000000.0,3.0,3.0,2.0,80.0,90.0
Depok I,1471,790000000.0,2.0,2.0,1.0,77.0,50.0
Depok I,1471,686000000.0,3.0,2.0,2.0,62.0,70.0
Depok I,1471,1000000000.0,3.0,2.0,1.0,71.0,61.0
Citayam,1471,1150000000.0,2.0,1.0,1.0,153.0,80.0
Depok I,1471,650000000.0,2.0,1.0,1.0,82.0,40.0
Depok I,1471,899000000.0,3.0,2.0,1.0,60.0,50.0
Cimanggis,1471,1600000000.0,3.0,2.0,1.0,176.0,100.0
Sukmajaya,1471,3300000000.0,3.0,5.0,,93.0,800.0
Pancoran Mas,1471,2490000000.0,4.0,4.0,2.0,255.0,138.0
Cinere,1471,2490000000.0,3.0,3.0,1.0,120.0,180.0
Sukatani,1471,993000000.0,3.0,2.0,1.0,60.0,95.0
Tapos,1472,904000000.0,3.0,2.0,1.0,52.0,95.0
Tapos,1472,904000000.0,3.0,2.0,1.0,52.0,95.0
Tapos,1472,1100000000.0,3.0,2.0,1.0,74.0,95.0
Sawangan,1472,1200000000.0,3.0,3.0,1.0,105.0,90.0
Tapos,1472,1100000000.0,3.0,2.0,1.0,74.0,95.0
Tapos,1472,993000000.0,3.0,2.0,1.0,60.0,95.0
Tapos,1472,993000000.0,3.0,2.0,1.0,60.0,95.0
Tapos,1472,900000000.0,3.0,2.0,1.0,60.0,95.0
Tapos,1472,925000000.0,3.0,2.0,1.0,50.0,95.0
Tapos,1472,925000000.0,3.0,2.0,1.0,50.0,95.0
Tapos,1472,925000000.0,3.0,2.0,1.0,50.0,95.0
Sukatani,1472,993000000.0,3.0,2.0,1.0,60.0,95.0
Beji,1472,1470000000.0,3.0,2.0,1.0,98.0,176.0
Cimanggis,1472,1350000000.0,3.0,3.0,1.0,138.0,180.0
Cilodong,1472,2150000000.0,3.0,3.0,1.0,150.0,165.0
Cilodong,1472,3000000000.0,3.0,4.0,1.0,155.0,222.0
Limo,1472,950000000.0,2.0,1.0,1.0,80.0,100.0
Beji,1472,870000000.0,3.0,2.0,1.0,104.0,70.0
Gandul,1473,1500000000.0,3.0,3.0,2.0,83.0,160.0
Sukmajaya,1473,2900000000.0,5.0,4.0,1.0,144.0,250.0
Cinere,1473,3350000000.0,4.0,4.0,2.0,240.0,308.0
Cimanggis,1473,500000000.0,2.0,1.0,2.0,64.0,40.0
Cimanggis,1473,500000000.0,2.0,1.0,2.0,75.0,36.0
Cilodong,1473,675000000.0,2.0,2.0,,81.0,70.0
Citayam,1473,185000000.0,2.0,1.0,1.0,42.0,33.0
Beji,1473,920000000.0,3.0,2.0,1.0,55.0,70.0
Sawangan,1473,4500000000.0,7.0,6.0,,868.0,700.0
Cinere,1473,1550000000.0,3.0,3.0,1.0,120.0,160.0
Cinere,1473,1400000000.0,4.0,2.0,1.0,92.0,130.0
Rangkapanjaya,1473,990000000.0,3.0,2.0,,89.0,95.0
Pangkalan Jati,1473,1850000000.0,3.0,2.0,2.0,78.0,85.0
Sawangan,1474,1600000000.0,3.0,4.0,2.0,99.0,150.0
Sawangan,1474,2350000000.0,3.0,4.0,1.0,120.0,112.0
Cinangka,1474,599000000.0,2.0,1.0,1.0,50.0,36.0
Citayam,1474,250000000.0,2.0,1.0,1.0,50.0,36.0
Gandul,1474,1900000000.0,4.0,3.0,1.0,170.0,140.0
Sawangan,1474,250000000.0,2.0,1.0,1.0,50.0,36.0
Gandul,1474,1530000000.0,2.0,2.0,1.0,66.0,63.0
Tapos,1474,4500000000.0,9.0,9.0,4.0,1413.0,735.0
Cimanggis,1474,490000000.0,3.0,2.0,,94.0,94.0
Gandul,1474,1600000000.0,3.0,2.0,1.0,90.0,120.0
Cinere,1474,4200000000.0,6.0,3.0,1.0,336.0,196.0
Tapos,1474,930000000.0,3.0,2.0,1.0,95.0,140.0
Cinere,1474,1850000000.0,3.0,2.0,1.0,80.0,91.0
Cinere,1474,1700000000.0,4.0,2.0,,112.0,112.0
Cinere,1474,1500000000.0,2.0,2.0,1.0,104.0,120.0
Cinere,1474,1600000000.0,3.0,3.0,1.0,84.0,120.0
Cinere,1475,1800000000.0,3.0,2.0,1.0,75.0,105.0
Cinere,1475,3000000000.0,4.0,4.0,2.0,204.0,340.0
Beji,1475,1300000000.0,3.0,3.0,1.0,103.0,130.0
Limo,1475,3700000000.0,4.0,4.0,2.0,180.0,180.0
Sukmajaya,1475,1150000000.0,3.0,2.0,1.0,84.0,80.0
Cimanggis,1475,1700000000.0,4.0,3.0,1.0,75.0,150.0
Sawangan,1475,750000000.0,,,,89.0,70.0
Cibubur,1475,1200000000.0,2.0,1.0,,90.0,60.0
Gandul,1475,2000000000.0,4.0,2.0,,170.0,150.0
Cilodong,1475,750000000.0,2.0,1.0,1.0,70.0,50.0
Sukmajaya,1475,2600000000.0,,,,115.0,180.0
Cibubur,1475,3000000000.0,4.0,4.0,1.0,126.0,180.0
Sukmajaya,1475,2600000000.0,,,,115.0,180.0
Pancoran Mas,1475,2300000000.0,,,,265.0,250.0
Cilodong,1476,490000000.0,2.0,2.0,1.0,45.0,45.0
Citayam,1476,400000000.0,3.0,2.0,1.0,50.0,55.0
Cibubur,1476,3000000000.0,5.0,3.0,1.0,145.0,300.0
Cilodong,1476,1500000000.0,,,,294.0,150.0
Cibubur,1476,1950000000.0,3.0,2.0,2.0,200.0,160.0
Tapos,1476,850000000.0,2.0,1.0,1.0,126.0,50.0
Cibubur,1476,1500000000.0,3.0,2.0,1.0,90.0,100.0
Sawangan,1476,3700000000.0,4.0,4.0,2.0,180.0,180.0
Citayam,1476,550000000.0,3.0,2.0,1.0,75.0,60.0
Sawangan,1476,2100000000.0,4.0,3.0,2.0,138.0,180.0
Cinere,1476,1850000000.0,5.0,4.0,2.0,90.0,120.0
Citayam,1476,550000000.0,3.0,2.0,1.0,75.0,60.0
Cinere,1476,1850000000.0,4.0,3.0,2.0,90.0,120.0
Cinere,1477,1850000000.0,5.0,4.0,2.0,90.0,120.0
Sukmajaya,1477,550000000.0,3.0,2.0,1.0,65.0,60.0
Cinere,1477,4900000000.0,,,,105.0,312.0
Cinere,1477,1850000000.0,4.0,3.0,2.0,90.0,120.0
Citayam,1477,400000000.0,3.0,2.0,1.0,55.0,55.0
Citayam,1477,400000000.0,3.0,2.0,1.0,55.0,55.0
Gandul,1477,3300000000.0,3.0,3.0,3.0,373.0,120.0
Citayam,1477,400000000.0,3.0,2.0,1.0,50.0,55.0
Citayam,1477,185000000.0,2.0,1.0,1.0,42.0,33.0
Citayam,1477,400000000.0,3.0,2.0,1.0,50.0,55.0
Cinere,1477,2880000000.0,4.0,5.0,1.0,150.0,150.0
Cinere,1477,4500000000.0,4.0,4.0,1.0,280.0,240.0
Cinere,1477,5800000000.0,5.0,3.0,1.0,468.0,442.0
Cinere,1477,4250000000.0,4.0,3.0,1.0,280.0,240.0
Bojong Sari,1477,600000000.0,2.0,1.0,2.0,75.0,45.0
Cinere,1477,3000000000.0,4.0,4.0,1.0,150.0,230.0
Pancoran Mas,1477,400000000.0,3.0,2.0,1.0,50.0,70.0
Pancoran Mas,1478,370000000.0,2.0,1.0,1.0,60.0,40.0
Sukmajaya,1478,1100000000.0,5.0,2.0,1.0,86.0,150.0
Limo,1478,659000000.0,2.0,2.0,1.0,78.0,54.0
Bojong Sari,1478,560000000.0,2.0,1.0,2.0,64.0,45.0
Citayam,1478,185000000.0,2.0,1.0,1.0,42.0,33.0
Citayam,1478,185000000.0,2.0,1.0,1.0,42.0,33.0
Citayam,1478,185000000.0,2.0,1.0,1.0,42.0,33.0
Citayam,1478,185000000.0,2.0,1.0,1.0,42.0,33.0
Citayam,1478,185000000.0,2.0,1.0,1.0,42.0,33.0
Citayam,1478,185000000.0,2.0,1.0,1.0,42.0,33.0
Cinere,1478,3800000000.0,3.0,3.0,1.0,386.0,386.0
Citayam,1478,185000000.0,2.0,1.0,1.0,42.0,33.0
Citayam,1478,185000000.0,2.0,1.0,1.0,42.0,33.0
Citayam,1478,185000000.0,2.0,1.0,1.0,42.0,33.0
Pancoran Mas,1478,1250000000.0,3.0,2.0,2.0,200.0,100.0
Citayam,1478,185000000.0,2.0,1.0,1.0,42.0,33.0
Citayam,1478,185000000.0,2.0,1.0,1.0,42.0,33.0
Beji,1479,1650000000.0,4.0,3.0,2.0,72.0,150.0
Beji,1479,2400000000.0,10.0,10.0,1.0,68.0,195.0
Cilodong,1479,480000000.0,3.0,2.0,1.0,48.0,72.0
Cinere,1479,922000000.0,3.0,2.0,2.0,84.0,84.0
Sawangan,1479,1190000000.0,4.0,3.0,1.0,108.0,72.0
Cinangka,1479,764000000.0,3.0,2.0,1.0,60.0,50.0
Rangkapanjaya,1479,400000000.0,3.0,2.0,1.0,50.0,70.0
Beji,1479,2700000000.0,10.0,10.0,1.0,70.0,190.0
Sawangan,1479,720000000.0,3.0,2.0,1.0,63.0,72.0
